이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
차라리 내가 왕이 되는 게 나을 것 같다,kakaowebtoon,윌로우드,오뉴,로맨스 판타지,연재,수,82.5만,3.1만,42,3,1일마다 무료,"그토록 갖고 싶었던 게임을 우연히 손에 넣었다내 원픽인 세드릭 루트를 즐기다가 마지막 선택지를 누른 순간,[감히 선왕의 핏줄이라 사칭한, 왕비 아스타로테를 사형에 처하노라]“별 거지 같은, 내가 해도 이거보다는 잘 만들겠다”게임 속으로 들어가 버렸다“잘 가, 아스타로테”‘이만 죽어 주셨으면 해요, 아스타로테’여러 루트를 뚫으며 남편을 왕으로 만들었지만,마지막은 언제나 죽음안 되겠다 이러다간 계속 개죽음만 당하고 말 거야이제 내게 남은 길은 하나뿐“차라리 내가 왕이 되는 게 나을 것 같아”[새로운 루트가 해금되었습니다]","귀여운,몰입되는,로맨스판타지,성공성장물",https://webtoon.kakao.com/content/%EC%B0%A8%EB%9D%BC%EB%A6%AC-%EB%82%B4%EA%B0%80-%EC%99%95%EC%9D%B4-%EB%90%98%EB%8A%94-%EA%B2%8C-%EB%82%98%EC%9D%84-%EA%B2%83-%EA%B0%99%EB%8B%A4/3796
SSS급 특성을 받았지만 적당히 살고 싶다,kakaowebtoon,작은돌스튜디오,마법상자,액션/무협,연재,수,175.8만,5.8만,105,4,3시간마다 무료,"어느 날 세상에 몬스터가 나타나고,성좌니 하는 기묘한 존재들이 등장했어도,내가 찾은 진리는 변하지 않았다갑작스러운 SSS급 특성과 각성 그리고 물건너간 평화""사악한 악마들이여, 오늘이 너희의 마지막 날이다기사도와 이 깃발의 이름 아래 정의가 실현되리라”","통쾌한,긴장감있는,액션/무협,레벨업물",https://webtoon.kakao.com/content/SSS%EA%B8%89-%ED%8A%B9%EC%84%B1%EC%9D%84-%EB%B0%9B%EC%95%98%EC%A7%80%EB%A7%8C-%EC%A0%81%EB%8B%B9%ED%9E%88-%EC%82%B4%EA%B3%A0-%EC%8B%B6%EB%8B%A4/3006
폭군에게 예의를 가르칩니다,kakaowebtoon,호고,티이,로맨스 판타지,시즌완결,수,45만,1.6만,47,3,3시간마다 무료,"읽다 포기한 소설 속 폭군 남주에게 가장 먼저 끔살당하는 귀족 영애가 되어버렸다게다가 폭군으로 거듭날 황자의 예법 선생 노릇을 하라고?“황제가 될 자를 걷어차는 것은 품격 있는 짓이란 건가?”“저의 교육 방침이 마음에 들지 않으시면, 예법 선생을 바꿔 달라고 하십시오""실직당하려고 발길질도 하고 턱을 후려갈기고 머리도 뜯었는데, 폭군이라는 놈이 패는 대로 잘 맞았다“때릴 땐 뼈는 피하는 게 좋다 허벅지나 가슴을 치도록 해라 내게 대미지를 줄 생각이면 할퀴거나 무는 게 더 낫고”이 미친 자가 지금 뭐라는 거야?-“내 흉터를 그런 눈으로 봐준 사람은 네가 처음이다”자신을 동정해 준 사람도, 쓰다듬어준 사람도 네가 처음이라는 이 남자, 사실 덩치만 큰 애정결핍 똥강아지였다""동정해준다고 막 좋아하면 어떡해  너는 곧 여주와 제국을 뒤흔들 열렬한 사랑에 빠질 거라고""","설레는,몰입되는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%ED%8F%AD%EA%B5%B0%EC%97%90%EA%B2%8C-%EC%98%88%EC%9D%98%EB%A5%BC-%EA%B0%80%EB%A5%B4%EC%B9%A9%EB%8B%88%EB%8B%A4/3765
코디가 안티라고?!,kakaowebtoon,SOL,별크업,로맨스,연재,수,43.7만,1.3만,47,3,3시간마다 무료,"키 크고 잘생기고 연기도 잘하는 유명 배우 '은희수', 그런 그에게 단점이 하나 있으니… 바로 코디가 안티라는 소리를 들을 정도로 옷을 못 입는다는 것 이를 해결하기 위해 프로 스타일리스트 '김효진'이 나선다","웃기는,발랄한,로맨스,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%BD%94%EB%94%94%EA%B0%80-%EC%95%88%ED%8B%B0%EB%9D%BC%EA%B3%A0/3906
남주의 아이는 싫습니다,kakaowebtoon,SETE,SETE,로맨스 판타지,연재,수,87.1만,2.6만,24,25,연재 무료,“남주의 아이는 절대 안 돼”남주의 아이를 낳다 후유증으로 죽는 소설 속 조연에 빙의했다정신을 차려보니 이미 결혼식을 앞둔 새 신부‘내 살길은 내가 찾아야지’여주인 공주님이 올 때를 대비해 남주에게 “우린 친구”라고 신신당부하며 그를 돌보길 8년세상을 구하고 공주님과 사랑에 빠졌어야 할 남주가 혼자 돌아왔다?“네 공주님은 어디로 가고 너 혼자야?”“내 공주님은 여기에 있지”“아니 너랑 결혼할 진짜 아내 말이야”남주가 얼굴을 일그러뜨리며 물었다“그럼 난 가짜 남편이야? 그래서 아이도 갖기 싫다고 한 건가”다정한 음색과는 달리 살기 어린 손으로 내 배를 쓰다듬으면서큰일 났다뭐가 잘못돼도 아주 단단히 잘못된 것 같았다,"귀여운,설레는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EB%82%A8%EC%A3%BC%EC%9D%98-%EC%95%84%EC%9D%B4%EB%8A%94-%EC%8B%AB%EC%8A%B5%EB%8B%88%EB%8B%A4/3875
장르를 바꿔보도록 하겠습니다,kakaowebtoon,가린,가린,로맨스 판타지,연재,수,"1,026.5만",49.2만,97,3,3일마다 무료,"좋아했던 장르 소설 속에 빙의했다하필이면 어린 주인공을 학대하는 악역 이모로 복수극의 주인공으로 자라날 조카가 안쓰러워 원작대로, 삼촌이 나타나 조카를 데려갈 때까지만이라도살뜰히 보살피려 노력했다 그랬더니 ""어, 엄마"" 졸지에 애엄마가 되어버렸다?  ""사정이 어떻게 되신 건지는 모르겠습니다만, 모자지간을 어떻게 찢어두겠습니까?숙녀분도 함께 빈터발트로 가시지요"" 야, 김루카 이 오해는 어떻게 풀어줄 건데","따뜻한,발랄한,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%9E%A5%EB%A5%B4%EB%A5%BC-%EB%B0%94%EA%BF%94%EB%B3%B4%EB%8F%84%EB%A1%9D-%ED%95%98%EA%B2%A0%EC%8A%B5%EB%8B%88%EB%8B%A4/2494
내 아버지의 아들을 찾아서,kakaowebtoon,팜쥬,팜쥬,로맨스 판타지,연재,수,158.1만,8.3만,91,3,3일마다 무료,"""에라프의 숨겨진 아들을 찾아 그럼 넌 자유야""""시골 마을에서 평범하게 자란 소녀 제리코어느 날, 친부가 영웅 에라프라는 사실을 알게 된다유품 '드래곤 슬레이어 소드'까지 얻고,검의 새 주인으로서 삶은 완전히 바뀌는데…제리코는 자리를 넘기고 평범하게 살고 싶다자아를 가진 검, 드래곤 슬레이어 소드는에라프에게 아들이 한 명 더 있다고 말해준다마탑주의 아들 샌시 데이지대륙 최고의 부자 스타즈 상회의 장남 로젠 스타즈릴리에 공주의 아들인 마그노 누페이세 후보 중 진짜 오빠를 찾아야 한다","발랄한,귀여운,로맨스판타지,에피소드물",https://webtoon.kakao.com/content/%EB%82%B4-%EC%95%84%EB%B2%84%EC%A7%80%EC%9D%98-%EC%95%84%EB%93%A4%EC%9D%84-%EC%B0%BE%EC%95%84%EC%84%9C/2948
집착 서브 남주가 미쳐 날뛴다,kakaowebtoon,백하나,백하나,로맨스 판타지,연재,수,112.7만,4.3만,55,3,3시간마다 무료,"동제국 브뤼케 가문의 딸 '루루티에'죽은 어머니를 부활시키기 위한 마법실험의 희생양으로아버지에게 학대당하던 루루티에는 어느 날, 생사의 갈림길에서 미래에 대해 알게 된다"" 이대로 죽을 수는 없어 ""늙은 백작에게 팔려가 죽는 미래를 바꾸기 위해루루티에는 결혼식장에서 주례를 보던 성기사단장 케인첼에게 입맞춤을 하는데","귀여운,설레는,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%A7%91%EC%B0%A9-%EC%84%9C%EB%B8%8C-%EB%82%A8%EC%A3%BC%EA%B0%80-%EB%AF%B8%EC%B3%90-%EB%82%A0%EB%9B%B4%EB%8B%A4/3373
그 동화의 끝은 막장 드라마,kakaowebtoon,고샤,정배,로맨스 판타지,연재,수,70.9만,3만,53,3,1일마다 무료,"여기는 동화 속동화의 주인공인 언니의 엔딩을 도우면다시 돌아갈 수 있을 줄 알았다그런데 내 삶은끝날 일 없이 계속되고 있었다결혼해야 하는 게언니가 아닌 나였나…?아냐, 결혼하고 나서도이 이야기가 이어진다면…?생각만 해도 끔찍하군""좋아, 이렇게 된 거""""막 살지 뭐~""가장 나 다운 방법으로 이 세계에서 살아남아 보겠어막살면서 하고 싶은 거 다 하고잘생긴 약혼자도 낚고 말이야","통쾌한,몰입되는,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EA%B7%B8-%EB%8F%99%ED%99%94%EC%9D%98-%EB%81%9D%EC%9D%80-%EB%A7%89%EC%9E%A5-%EB%93%9C%EB%9D%BC%EB%A7%88/3433
순진한 바람,kakaowebtoon,산,춘추,드라마,연재,수,"1,156.2만",14.3만,29,30,연재 무료,"<결혼할 남자와 내 친구의 관계가 수상하다>오랜 연인과의 결혼을 결심한 유주인생의 가장 찬란한 순간을 앞두고,세 명의 친한 친구들에게 결혼할 남자친구를 소개해 주기로 한다하지만 그 만남 이후로애인과 친구 사이의 의심스러운 정황이 포착되기 시작하고,유주는 의혹을 해결하고자 노력하지만두 사람은 서로를 손가락질하며 엇갈린 해명을 늘어놓기만 하는데…과연 누구의 말이 진실이며, 어느 쪽의 잘못일까?마침내 목도한 진실은 끝내 그 책임마저도 유주에게 돌린다무너진 유주 앞, 화면 속에는유주와 같은 처지의 여주인공이 있다예뻐지고, 복수하고, 더 나은 남자를 만나서결국 상처로부터 영원히 벗어나 새 삶을 사는 미디어 속 여자들그들처럼 하면,유주도 행복했던 자신으로 회귀할 수 있을까?아니면 이 모든 것이 그저 순진한 바람인 걸까?","에로틱한,분노유발,드라마,치정물",https://webtoon.kakao.com/content/%EC%88%9C%EC%A7%84%ED%95%9C-%EB%B0%94%EB%9E%8C/3896
악마의 주머니를 털어라,kakaowebtoon,,333,판타지 드라마,연재,수,22.7만,1.3만,35,3,3시간마다 무료,"수많은 차원과 세계에서 영웅들이 몰리는 차원, 셜리 플리헨 금선주는 셜리 플리헨에서 천사로 환생하였다 [당신은 셜리 플리헨의 유일한 힐러입니다]그러나, 천사라고 꼭 착하리란 법은 없다 한 손에는 강철 야구빠따, 다른 한 손에는 빛바랜 성경“뭐? 그만하고 집에 가고 싶다고? 네가 아직 덜 맞았지?”악마보다 성격 더러운, 악마보다 인성이 지독한, B타입 천사가 셜리 플리헨에서 사는 법","웃기는,환상적인,판타지드라마,레벨업물",https://webtoon.kakao.com/content/%EC%95%85%EB%A7%88%EC%9D%98-%EC%A3%BC%EB%A8%B8%EB%8B%88%EB%A5%BC-%ED%84%B8%EC%96%B4%EB%9D%BC/3928
내 남자의 인성이 조금 이상하다,kakaowebtoon,돗개,주바,로맨스 판타지,연재,수,66.2만,2.3만,30,3,1일마다 무료,"한순간의 낙마 사고로 애인이 기억을 잃었다그런데 이놈이 기억과 함께 인성도 상실한 것 같다 “정신 사납게 알짱거리지 말고 내 눈앞에서 꺼져”나에게 사랑한다 속삭이던 다정한 남자는 어디 가고저 인성 파탄자는 대체 누구지?‘알브레히트 역사에 다시없을 개차반’‘분리수거도 되지 않는 예쁜 쓰레기’내 남자를 향한 소문들이 정말 사실이었던 걸까?그가 내 눈앞에서 약혼녀와 손을 잡든 입술을 비비든,기억을 되찾기만 하면 흠뻑 패 주리라 생각하며 버텼으나…“임신입니다”내 배 속에 그놈의 아이가 자라고 있었다 ","몰입되는,궁금하게하는,로맨스판타지,가상시대물",https://webtoon.kakao.com/content/%EB%82%B4-%EB%82%A8%EC%9E%90%EC%9D%98-%EC%9D%B8%EC%84%B1%EC%9D%B4-%EC%A1%B0%EA%B8%88-%EC%9D%B4%EC%83%81%ED%95%98%EB%8B%A4/3973
데드 엔드,kakaowebtoon,Jencil,Jencil,액션/무협,연재,수,11.7만,"7,343",30,4,3시간마다 무료,"정체 모를 좀비에 의해 세계 각국의 남극 기지가 습격을 당하게 되고, 한국의 세종기지에서 근무하는 파일럿 출신 손태환과 한수진은 좀비들과 식량을 약탈하는 각국의 인간들을 피해 탈출을 감행한다순백의 대지에서 펼쳐지는 한판 생존극세상엔 보는 이 없는 뉴스만 울려 퍼진다『아직 이 뉴스를 보고 계신 여러분, 모두 생존하십시오구원은 없습니다여러분이 마지막 희망입니다』","몰입되는,긴장감있는,액션/무협,재난물",https://webtoon.kakao.com/content/%EB%8D%B0%EB%93%9C-%EC%97%94%EB%93%9C/3983
닥터 최태수,kakaowebtoon,,"시녕(콘티메이커 스튜디오), 김석수(악어스튜디오)",판타지 드라마,연재,수,"2,735.8만",57.9만,209,26,12시간마다 무료,"대학병원의 가장 말단 의사, 걸어다니는 깡통― 인턴 하루하루, 인턴으로서의 고된 나날을 보내던 최태수는 우연히 세계최정상의 흉부외과의사인 '리처드 카프레네'의 임종을 지키게 된다 이때, 놀랍게도 카프레네의 모든 의학지식이 고스란히 최태수에게 전이되는데… 따뜻한 심장을 지닌 천재흉부외과의, 최태수가 일궈내는 기적의 메디컬 드라마","감동적인,공감되는,판타지드라마,힐링물",https://webtoon.kakao.com/content/%EB%8B%A5%ED%84%B0-%EC%B5%9C%ED%83%9C%EC%88%98/2310
1년차 만렙 매니저,kakaowebtoon,무타,무타,판타지 드라마,연재,수,336.4만,13만,124,3,1일마다 무료,"업계 1위 탑엔터테이먼트의 부사장, 탑여배우 주영인을 아내로 맞은 정윤호누가 봐도 성공한 삶이지만, 가슴 한편엔 언제나 공허함이 남아있었다그때, 다른 선택을 했더라면 내 인생은 달라졌을까?10년 전 그날, 소중한 미소를 잃었다그리고, 지금은 위암 말기 시한부 선고로 죽음 앞 둔 순간부르르르~ 휴대폰 진동 알람이 울렸다“아 뭐야, 죽어도 일해야 할 팔자인가?”그런데 잠깐, 이상하다1년 차 풋내기 시절로 회귀해 버렸다거칠 것 없는 '1년 차 만렙 매니저'의 삶은, 이제부터 시작이다","따뜻한,몰입되는,판타지드라마,성공성장물",https://webtoon.kakao.com/content/1%EB%85%84%EC%B0%A8-%EB%A7%8C%EB%A0%99-%EB%A7%A4%EB%8B%88%EC%A0%80/2652
아빠만 찾으려 했는데,kakaowebtoon,블루밍부케,옹뇨,로맨스 판타지,연재,수,419.5만,17.1만,91,3,3시간마다 무료,"자신의 후견인을 자처하던 숙부는 엄마에 이어 조카인 자신까지 탐내던 쓰레기 중에 쓰레기였고, 그에게서 벗어나기 위해 자결한 루이제는 무슨 이유인지 엄마가 죽던 해로 회귀했다 그러나 엄마의 죽음을 막을 순 없었고, 아빠가 살아있다는 사실을 새롭게 알게 되며 친아빠를 찾기 위해 떠난다","귀여운,아련한,로맨스판타지,가족물",https://webtoon.kakao.com/content/%EC%95%84%EB%B9%A0%EB%A7%8C-%EC%B0%BE%EC%9C%BC%EB%A0%A4-%ED%96%88%EB%8A%94%EB%8D%B0/2571
황제의 아이를 숨기는 방법,kakaowebtoon,26,쌀,로맨스 판타지,시즌완결,수,"1,812.6만",55.9만,98,3,3시간마다 무료,"""이혼해 줘, 아스텔어차피 당신도 날 사랑한 적 없잖아?""황제 카이젠만을 바라보며완벽한 황후가 되기 위해 노력했던 아스텔하지만 카이젠의 이혼 요구에아스텔의 10년이 하룻밤만에 부서졌다다시는 황실과 얽히지 않으리라 다짐하며가족과의 연까지 끊어내고,시골로 몸을 숨기지만…""…임신, 하신 것 같습니다""과연 아스텔은 카이젠과 위협 세력으로부터황제의 아이, 테오르를 무사히 숨길 수 있을까?","몰입되는,귀여운,로맨스판타지,반전물",https://webtoon.kakao.com/content/%ED%99%A9%EC%A0%9C%EC%9D%98-%EC%95%84%EC%9D%B4%EB%A5%BC-%EC%88%A8%EA%B8%B0%EB%8A%94-%EB%B0%A9%EB%B2%95/2881
폐급인 척했던 학교생활,kakaowebtoon,삐리빠라,TW,학원/판타지,연재,수,331.3만,15.3만,62,3,3시간마다 무료,"인간 영혼의 본질, 이데아를 깨닫고 실체화 시키기에 이른 인간들세계는 재래식 무기가 통하지 않는 이데아 위주로 사회를 구성하고,사회 또한 오직 이데아와 그 전투력을 위해서만 포커스를 맞췄다F급 영혼에 F급 전투력을 가진 주인공 박진성학교는 어설픈 군사제를 도입하고, 이데아 등급을 매기는 단위체계로 멸시 받기를 10년째하지만 그의 실체는 S급 이데아 ‘완전한 살의’의 각성자사람을 죽이는 살의가 영혼의 의의라는 것에 괴로워하고스스로를 F급, 폐급인 상태로 봉한 채 살아가게 된다살의가 영혼의 의미인 박진성은 끝끝내 살의를 제어하고 영혼에 차이 따윈 없다는 걸 증명할 수 있을까?","긴장감있는,궁금하게하는,학원/판타지,성공성장물",https://webtoon.kakao.com/content/%ED%8F%90%EA%B8%89%EC%9D%B8-%EC%B2%99%ED%96%88%EB%8D%98-%ED%95%99%EA%B5%90%EC%83%9D%ED%99%9C/3029
